0
"{'Name': 'Under 75 mortality rate from all causes', 'DataSource': 'Public Health England (based on ONS source data)'}"
"{'Name': 'Spend: Social support: Social Isolation', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Assistive equipment and technology', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Social care activities', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Information and early intervention', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Commissioning and service delivery', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Housing strategy, advice, advances, enabling, renewals and licensing', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Homelessness', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Housing benefits: rent allowances and rent rebates - discretionary payments', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Total Housing services (GFRA only)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Housing benefits administration', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': ""Spend: Other council property - travellers' sites and non-HRA council property"", 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Housing welfare: Supporting People', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Other welfare services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Total Environmental and regulatory services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Cemetery, cremation and mortuary services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Trading standards', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Water safety', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Food safety', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Environmental protection; noise and nuisance', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Housing standards', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Health and safety', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Port health (excluding levies)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Port health Levies', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Pest control', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Public conveniences', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Animal and public health; infectious disease', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Community safety (Crime reduction)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Community safety (Safety services)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Community safety (CCTV)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Defences against flooding', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Land drainage and related work (excluding levy / Special levies)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Land drainage and related work - Levy / Special levies', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Coast protection', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Agriculture and fisheries services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Street cleansing (not chargeable to Highways)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Waste collection', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Waste disposal', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Trade waste', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Recycling', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Waste minimisation', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Climate change costs', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Planning policy', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Total Planning and development services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Building control', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Development control', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Environmental initiatives', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Economic development', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Economic research', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Business Support', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Community development', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Transport planning, policy and strategy', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Structural maintenance', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Environmental, safety and routine maintenance', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Parking services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Total Highways and transport services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Winter service', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Street lighting (including energy costs)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Traffic management and road safety: congestion charging', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Traffic management and road safety: bus lane enforcement', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Traffic management and road safety: road safety education and safe routes (including school crossing patrols)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Traffic management and road safety: other', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Public transport: statutory concessionary fares', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Public transport: discretionary concessionary fares', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Public transport: support to operators', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Public transport: co-ordination', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Airports, harbours and toll facilities', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Culture and heritage (excluding Archives)', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Recreation and sport', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Total Cultural and related services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Archives', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Open spaces', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Tourism', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Library service', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Central services to the public: other', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Local tax collection: other', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Total Central services', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Corporate and democratic core', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Local tax collection: council tax discounts - locally funded', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
"{'Name': 'Spend: Local tax collection: council tax support administration', 'DataSource': 'https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing'}"
