Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Year
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,All ages,,,2011,3.60282639060061,,,,,877.0,24342.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,All ages,,,2011,5.3159012476772,,,,,801.0,15068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2011,4.86983735596757,,,,,1027.0,21089.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2011,2.49534240388415,,,,,442.0,17713.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2011,5.3159012476772,,,,,801.0,15068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2011,3.60282639060061,,,,,877.0,24342.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2011,6.26635186012379,,,,,982.0,15671.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2011,5.49473983508672,,,,,773.0,14068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2011,5.6088864509051,,,,,818.0,14584.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2011,7.72500542181739,,,,,1781.0,23055.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2011,6.29285387779979,,,,,826.0,13126.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2011,4.37456917121799,,,,,825.0,18859.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2011,2.49534240388415,,,,,442.0,17713.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,4.86983735596757,,,,,1027.0,21089.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,5.3159012476772,,,,,801.0,15068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,3.60282639060061,,,,,877.0,24342.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,6.26635186012379,,,,,982.0,15671.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,5.49473983508672,,,,,773.0,14068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,5.6088864509051,,,,,818.0,14584.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,7.72500542181739,,,,,1781.0,23055.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,6.29285387779979,,,,,826.0,13126.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,4.37456917121799,,,,,825.0,18859.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,All ages,,,2011,4.86983735596757,,,,,1027.0,21089.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,All ages,,,2011,2.49534240388415,,,,,442.0,17713.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2011,2.49534240388415,,,,,442.0,17713.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2011,4.86983735596757,,,,,1027.0,21089.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,All ages,,,2011,3.60282639060061,,,,,877.0,24342.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,All ages,,,2011,2.49534240388415,,,,,442.0,17713.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2011,5.3159012476772,,,,,801.0,15068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2011,3.60282639060061,,,,,877.0,24342.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2011,6.26635186012379,,,,,982.0,15671.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2011,5.49473983508672,,,,,773.0,14068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2011,5.6088864509051,,,,,818.0,14584.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2011,7.72500542181739,,,,,1781.0,23055.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,All ages,,,2011,4.86983735596757,,,,,1027.0,21089.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2011,4.37456917121799,,,,,825.0,18859.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,All ages,,,2011,4.86983735596757,,,,,1027.0,21089.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,All ages,,,2011,2.49534240388415,,,,,442.0,17713.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,All ages,,,2011,5.3159012476772,,,,,801.0,15068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,All ages,,,2011,3.60282639060061,,,,,877.0,24342.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,All ages,,,2011,6.2663518601238,,,,,982.0,15671.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,All ages,,,2011,5.49473983508672,,,,,773.0,14068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,All ages,,,2011,5.6088864509051,,,,,818.0,14584.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,All ages,,,2011,7.72500542181739,,,,,1781.0,23055.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,All ages,,,2011,6.29285387779979,,,,,826.0,13126.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2011,2.49534240388415,,,,,442.0,17713.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2011,4.86983735596757,,,,,1027.0,21089.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2011,6.29285387779979,,,,,826.0,13126.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,All ages,,,2011,5.3159012476772,,,,,801.0,15068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,All ages,,,2011,3.60282639060061,,,,,877.0,24342.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,All ages,,,2011,6.2663518601238,,,,,982.0,15671.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,All ages,,,2011,5.49473983508672,,,,,773.0,14068.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,All ages,,,2011,5.6088864509051,,,,,818.0,14584.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,All ages,,,2011,7.72500542181739,,,,,1781.0,23055.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,All ages,,,2011,6.29285387779979,,,,,826.0,13126.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,All ages,,,2011,4.37456917121799,,,,,825.0,18859.0,,,Not compared,Not compared,20110000,,,2011-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Not applicable,Not applicable,,,2012,6.27588403950303,4.41062586589961,8.14114221310644,,,985.0,15695.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Not applicable,Not applicable,,,2012,3.57720945289738,2.62207277834121,4.53234612745355,,,884.0,24712.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Not applicable,Not applicable,,,2012,5.24592311218809,4.13084136460208,6.36100485977411,,,801.0,15269.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Not applicable,Not applicable,,,2012,3.17451523545706,2.2526924821209,4.09633798879323,,,573.0,18050.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,All ages,,,2012,4.46962543279824,,,,,852.0,19062.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,All ages,,,2012,6.52271368798565,,,,,873.0,13384.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Not applicable,Not applicable,,,2012,5.42380016839742,3.4670112129029,7.38058912389194,,,773.0,14252.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,All ages,,,2012,8.08813885367027,,,,,1850.0,22873.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,All ages,,,2012,5.42380016839742,,,,,773.0,14252.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,All ages,,,2012,6.27588403950303,,,,,985.0,15695.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,All ages,,,2012,3.57720945289738,,,,,884.0,24712.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,All ages,,,2012,5.24592311218809,,,,,801.0,15269.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,All ages,,,2012,3.17451523545706,,,,,573.0,18050.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,All ages,,,2012,5.90205106739221,,,,,1269.0,21501.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2012,4.46962543279824,,,,,852.0,19062.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2012,6.52271368798565,,,,,873.0,13384.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2012,8.08813885367027,,,,,1850.0,22873.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2012,5.82287071598236,,,,,858.0,14735.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2012,5.42380016839742,,,,,773.0,14252.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2012,6.27588403950303,,,,,985.0,15695.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2012,3.57720945289738,,,,,884.0,24712.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,All ages,,,2012,5.82287071598236,,,,,858.0,14735.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Not applicable,Not applicable,,,2012,5.82287071598236,3.51468399842349,8.13105743354122,,,858.0,14735.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,All ages,,,2012,5.90205106739221,,,,,1269.0,21501.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Not applicable,Not applicable,,,2012,6.52271368798565,3.46795122715179,9.57747614881952,,,873.0,13384.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2012,4.46962543279824,,,,,852.0,19062.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2012,6.52271368798565,,,,,873.0,13384.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2012,8.08813885367027,,,,,1850.0,22873.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2012,5.82287071598236,,,,,858.0,14735.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2012,5.42380016839742,,,,,773.0,14252.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2012,6.27588403950303,,,,,985.0,15695.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2012,3.57720945289738,,,,,884.0,24712.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2012,5.24592311218809,,,,,801.0,15269.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,All ages,,,2012,5.24592311218809,,,,,801.0,15269.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,All ages,,,2012,3.57720945289738,,,,,884.0,24712.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,All ages,,,2012,6.27588403950303,,,,,985.0,15695.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,All ages,,,2012,5.42380016839742,,,,,773.0,14252.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,All ages,,,2012,5.82287071598236,,,,,858.0,14735.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,All ages,,,2012,8.08813885367027,,,,,1850.0,22873.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,All ages,,,2012,6.52271368798565,,,,,873.0,13384.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2012,5.24592311218809,,,,,801.0,15269.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,All ages,,,2012,4.46962543279824,,,,,852.0,19062.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Not applicable,Not applicable,,,2012,5.90205106739221,4.54371251837767,7.26038961640676,,,1269.0,21501.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Not applicable,Not applicable,,,2012,3.17451523545706,2.2526924821209,4.09633798879323,,,573.0,18050.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,All ages,,,2012,3.17451523545706,,,,,573.0,18050.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Not applicable,Not applicable,,,2012,4.46962543279824,2.554327536206,6.38492332939047,,,852.0,19062.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Not applicable,Not applicable,,,2012,8.08813885367027,6.39415440187356,9.78212330546697,,,1850.0,22873.0,,,Not compared,Not compared,20120000,,,2012-01-01
92490,Nursing home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2012,3.17451523545706,,,,,573.0,18050.0,,,Not compared,Not compared,20120000,,,2012-01-01
